Q340_R9_C2	0
Q340_R27_C3	0
Q340_R88_C3	2.6275753872681817
Q340_R88_C4	0
Q340_R88_C5	0
Q340_R88_C10	13.878588098923926
Q344_R1_C5	0
Q345_R14_C1	1.2438899840426814
Q345_R14_C3	0
Q345_R14_C5	0.962797933169153
Q347_R25_C1	0
Q347_R25_C2	0
Q347_R25_C5	0
Q347_R25_C7	2.8624927715783905
Q348_R53_C9	0
Q351_R5_C8	0.0
Q351_R5_C9	0.0
Q351_R27_C4	0
Q351_R27_C6	3.7869744474000737
Q351_R27_C7	3.615756615240611
Q351_R27_C8	14.663396938633479
Q351_R27_C9	0
Q355_R3_C1	1.9331373856801441
Q355_R3_C3	0
Q355_R3_C8	2.373552421536533
Q356_R53_C6	0
Q358_R40_C1	0
Q358_R40_C2	0
Q358_R40_C3	0
Q358_R40_C4	9.63927457778561
Q358_R40_C6	18.390349351374308
Q358_R40_C7	0
Q358_R40_C8	4.42458505209831
Q358_R40_C10	1.7272016621244004
Q359_R13_C2	8.855324713573227
Q359_R13_C4	0
Q359_R13_C6	0
Q359_R13_C10	0
Q361_R56_C3	0.0
Q361_R56_C10	0
Q362_R13_C1	0
Q362_R13_C2	0.33284608746835137
Q362_R13_C4	0.43783258702028466
Q363_R58_C1	0
Q363_R58_C2	0
Q363_R58_C3	0.40606063048052904
Q363_R58_C5	0.32475527957585115
Q363_R58_C6	15.75438588683319
Q363_R58_C8	0
Q363_R58_C9	0
Q365_R13_C1	-0.1944121747954083
Q365_R13_C4	-0.17192063396841586
Q372_R1_C2	0
Q372_R1_C6	0
Q372_R1_C7	6.129907485191887
Q373_R23_C3	-4.276740695172284
Q375_R1_C5	0.0
Q375_R1_C10	0
Q379_R22_C2	6.427326034735756
Q379_R22_C3	7.026583123897589
Q379_R22_C8	6.198224240088315
Q379_R22_C10	24.543559854490926
Q379_R40_C1	0
Q379_R40_C9	0.0
Q380_R23_C1	0
Q380_R23_C3	0
Q380_R23_C5	2.7911344349151617
Q380_R23_C7	0
Q380_R23_C10	2.0010256968977425
Q380_R25_C1	0
Q380_R25_C5	0.0
Q382_R3_C1	0
Q382_R3_C2	0
Q382_R3_C3	0
Q382_R3_C4	0
Q382_R3_C5	0
Q382_R3_C6	0
Q382_R3_C7	0
Q382_R3_C8	0
Q382_R3_C9	0
Q382_R3_C10	0
Q385_R10_C1	0
Q385_R10_C2	8.508496446179837
Q385_R10_C3	23.0944903539167
Q385_R10_C9	0
Q385_R31_C8	0
Q385_R31_C10	0.0
Q386_R1_C1	0
Q386_R1_C2	0
Q386_R1_C3	0
Q386_R1_C4	0
Q386_R1_C5	8.410320453362882
Q386_R1_C6	0
Q386_R1_C7	0
Q386_R1_C8	0
Q386_R1_C9	0
Q386_R1_C10	0
Q386_R19_C1	0
